"L","M","U","x","G","Seasonality","drug"
0.064815594484579,0.18097080271871,0.342293301246772,10,"C_max_IC50","sesonality1","Drug B"
0.0621996997862646,0.178294296559792,0.339770746799108,11,"C_max_IC50","sesonality1","Drug B"
0.0632797123808386,0.17536205522563,0.336348235141579,12,"C_max_IC50","sesonality1","Drug B"
0.0627433802761274,0.176741805823482,0.336301881938473,13,"C_max_IC50","sesonality1","Drug B"
0.0598093417354291,0.172302366567532,0.329779198858485,14,"C_max_IC50","sesonality1","Drug B"
0.0592161179655519,0.168547258174273,0.323248119140077,15,"C_max_IC50","sesonality1","Drug B"
0.0582251530326369,0.169375765292796,0.317737419777841,16,"C_max_IC50","sesonality1","Drug B"
0.0535515796859622,0.1632414853732,0.32187447893531,17,"C_max_IC50","sesonality1","Drug B"
0.0541758130298621,0.165073901618772,0.318101526146907,18,"C_max_IC50","sesonality1","Drug B"
0.0533494824990151,0.16021621031759,0.312114424391229,19,"C_max_IC50","sesonality1","Drug B"
0.0467817924246148,0.152432496846207,0.302683577966743,20,"C_max_IC50","sesonality1","Drug B"
0.0497723225814501,0.1538460428038,0.30388979964167,21,"C_max_IC50","sesonality1","Drug B"
0.0478831557524408,0.150075671440106,0.300021949508868,22,"C_max_IC50","sesonality1","Drug B"
0.0460188519320542,0.149766468499786,0.292915961091913,23,"C_max_IC50","sesonality1","Drug B"
0.0468356852631262,0.148993460025406,0.296259717952149,24,"C_max_IC50","sesonality1","Drug B"
0.0471851637224917,0.14563775514577,0.292847609675118,25,"C_max_IC50","sesonality1","Drug B"
0.0494606101247671,0.14881848611748,0.290313111892957,26,"C_max_IC50","sesonality1","Drug B"
0.0480779167748823,0.143675518835734,0.284009335882423,27,"C_max_IC50","sesonality1","Drug B"
0.0455930326750683,0.139230999282846,0.282845924772781,28,"C_max_IC50","sesonality1","Drug B"
0.0475416930497799,0.144444898649585,0.282764938214289,29,"C_max_IC50","sesonality1","Drug B"
0.0483489670077243,0.138851520627719,0.273049362348814,30,"C_max_IC50","sesonality1","Drug B"
0.0455752494728987,0.13825943472558,0.27400184057997,31,"C_max_IC50","sesonality1","Drug B"
0.0503198783764949,0.136882346671646,0.267006585080958,32,"C_max_IC50","sesonality1","Drug B"
0.0503963849198796,0.141821661490018,0.274838049087304,33,"C_max_IC50","sesonality1","Drug B"
0.0507228618881266,0.142377618634582,0.27306560712277,34,"C_max_IC50","sesonality1","Drug B"
0.0472949435855041,0.135027083028172,0.26586405796934,35,"C_max_IC50","sesonality1","Drug B"
0.0460283600188871,0.131895947706605,0.260324035634118,36,"C_max_IC50","sesonality1","Drug B"
0.0445150010180552,0.130813407268364,0.268083691240292,37,"C_max_IC50","sesonality1","Drug B"
0.0635982244390239,0.165482648569291,0.294411474046279,38,"C_max_IC50","sesonality1","Drug B"
0.0714807387086909,0.192001236815137,0.308347576617645,39,"C_max_IC50","sesonality1","Drug B"
NA,NA,NA,40,"C_max_IC50","sesonality1","Drug B"
0.0235060358680375,0.127660447418286,0.265455428981974,1,"Fitness","sesonality2","Drug B"
0.0212921584803991,0.124641440862987,0.263149189762893,2,"Fitness","sesonality2","Drug B"
0.0235928264199667,0.129515585179231,0.268117837064925,3,"Fitness","sesonality2","Drug B"
0.0207174844575198,0.124700184413431,0.266136620659086,4,"Fitness","sesonality2","Drug B"
0.0257178774916753,0.131084630436402,0.272831160085616,5,"Fitness","sesonality2","Drug B"
0.0247222428083616,0.131256758825575,0.272656957165502,6,"Fitness","sesonality2","Drug B"
0.0273578952436392,0.131431197634664,0.277714016042,7,"Fitness","sesonality2","Drug B"
0.0311144812027759,0.138791214164754,0.277275542078832,8,"Fitness","sesonality2","Drug B"
0.0282701815160747,0.132393453898422,0.275990073930936,9,"Fitness","sesonality2","Drug B"
0.0343888811550208,0.136252141886718,0.280259503695638,10,"Fitness","sesonality2","Drug B"
0.0344293316288124,0.141232093473073,0.2828756638585,11,"Fitness","sesonality2","Drug B"
0.0363024045629426,0.140157244900712,0.284417585157103,12,"Fitness","sesonality2","Drug B"
0.0383682026698647,0.146374958273894,0.28468124985563,13,"Fitness","sesonality2","Drug B"
0.0398506202543718,0.145894076460838,0.288248437824306,14,"Fitness","sesonality2","Drug B"
0.0428249885690031,0.149423175691422,0.292940570577219,15,"Fitness","sesonality2","Drug B"
0.0465868544413952,0.154828778476848,0.296496367858733,16,"Fitness","sesonality2","Drug B"
0.0453140851816013,0.150527152288493,0.298794542091004,17,"Fitness","sesonality2","Drug B"
0.0478367179137854,0.151547599745292,0.295305228551649,18,"Fitness","sesonality2","Drug B"
0.0504684949960469,0.155547769470189,0.302024915550919,19,"Fitness","sesonality2","Drug B"
0.0525330874245149,0.159385173495708,0.300903195000914,20,"Fitness","sesonality2","Drug B"
0.0551399887986947,0.161179157858403,0.302597624245446,21,"Fitness","sesonality2","Drug B"
0.0549117568535794,0.159631986777403,0.302849084547533,22,"Fitness","sesonality2","Drug B"
0.0589629829203528,0.164566198946672,0.309356514371541,23,"Fitness","sesonality2","Drug B"
0.0594642494741447,0.168685588319401,0.312430731105707,24,"Fitness","sesonality2","Drug B"
0.0613812676351137,0.163983011778213,0.311324529025808,25,"Fitness","sesonality2","Drug B"
0.0649579928667734,0.168996166472117,0.317720489949611,26,"Fitness","sesonality2","Drug B"
0.0682112277271125,0.172924315095965,0.319571651649757,27,"Fitness","sesonality2","Drug B"
0.0718923282340153,0.17667010193749,0.32329884971522,28,"Fitness","sesonality2","Drug B"
0.0729283766435875,0.180462751824074,0.325909179587442,29,"Fitness","sesonality2","Drug B"
0.0753317636711012,0.181955638654734,0.329161221223725,30,"Fitness","sesonality2","Drug B"
0.0815145621061889,0.187682956537704,0.335408976252196,31,"Fitness","sesonality2","Drug B"
0.0837753545018833,0.194445001052395,0.342567439583702,32,"Fitness","sesonality2","Drug B"
0.0865307342575824,0.194152576577626,0.341898044608389,33,"Fitness","sesonality2","Drug B"
0.0858998598930743,0.19223539340088,0.339748227382598,34,"Fitness","sesonality2","Drug B"
0.0897789754790055,0.194250756934204,0.335637431160572,35,"Fitness","sesonality2","Drug B"
0.0932499589205022,0.19886041733777,0.345246205269348,36,"Fitness","sesonality2","Drug B"
0.0992241666920622,0.203048967566509,0.349152198862209,37,"Fitness","sesonality2","Drug B"
0.0995202893494207,0.205349621696492,0.35359460725584,38,"Fitness","sesonality2","Drug B"
0.104927143898701,0.207449206166983,0.354205783427916,39,"Fitness","sesonality2","Drug B"
NA,NA,NA,40,"Fitness","sesonality2","Drug B"
-0.0272848610128749,-0.0016998059775451,0.0264630473519052,1,"Access","sesonality2","Drug B"
-0.0190983180668347,0.00862461818172539,0.0374657193192651,2,"Access","sesonality2","Drug B"
-0.0104821839303128,0.0190848595488921,0.0481664339134131,3,"Access","sesonality2","Drug B"
-0.00236398050126242,0.0295092161754395,0.0598454917054524,4,"Access","sesonality2","Drug B"
0.00573562574300523,0.0409434124850646,0.0732196165475551,5,"Access","sesonality2","Drug B"
0.0122253302183593,0.0510618485145892,0.0839146364276881,6,"Access","sesonality2","Drug B"
0.0216661558202799,0.0640050648467322,0.0986562178308029,7,"Access","sesonality2","Drug B"
0.0269570333773474,0.0749050581214228,0.110840616289016,8,"Access","sesonality2","Drug B"
0.0377251648286816,0.0880757600008058,0.126037962727135,9,"Access","sesonality2","Drug B"
0.0436299417743869,0.0992753195356866,0.13921131581503,10,"Access","sesonality2","Drug B"
0.0535248596084015,0.111685219503045,0.152621066088792,11,"Access","sesonality2","Drug B"
0.0633062343159153,0.125382843493571,0.167563961771775,12,"Access","sesonality2","Drug B"
0.0688122263659404,0.135672783280239,0.181228954667841,13,"Access","sesonality2","Drug B"
0.0713305739315644,0.145980252749864,0.194612945490219,14,"Access","sesonality2","Drug B"
0.08379733185218,0.160545444851794,0.209480467071109,15,"Access","sesonality2","Drug B"
0.0888486926270978,0.1676553884284,0.219966305258703,16,"Access","sesonality2","Drug B"
0.0933731624225053,0.17913857501739,0.234049061558961,17,"Access","sesonality2","Drug B"
0.102553136176653,0.192804073271508,0.249699412758444,18,"Access","sesonality2","Drug B"
0.110006891776495,0.20265137764713,0.26076240953616,19,"Access","sesonality2","Drug B"
0.114369356948323,0.213459575948155,0.273673175951853,20,"Access","sesonality2","Drug B"
0.11924316403141,0.224744145552326,0.288229491047547,21,"Access","sesonality2","Drug B"
0.129888180257216,0.235275412427515,0.30173506461282,22,"Access","sesonality2","Drug B"
0.136744867641751,0.24772307853711,0.316893117420118,23,"Access","sesonality2","Drug B"
0.140143296824524,0.258240966163334,0.329135662298885,24,"Access","sesonality2","Drug B"
0.148063154039469,0.266765997143118,0.34074771478811,25,"Access","sesonality2","Drug B"
0.15409117288799,0.280605941227556,0.360649485397459,26,"Access","sesonality2","Drug B"
0.160459274453569,0.289816181770552,0.370232960201201,27,"Access","sesonality2","Drug B"
0.163799095567418,0.301254199944343,0.382074009615837,28,"Access","sesonality2","Drug B"
0.167396094183355,0.30747966660551,0.394531131515111,29,"Access","sesonality2","Drug B"
0.173395778579297,0.317252498664148,0.404956748317634,30,"Access","sesonality2","Drug B"
0.179685383636402,0.329522610702466,0.421314477660349,31,"Access","sesonality2","Drug B"
0.188669365815252,0.343618868862315,0.435540987091577,32,"Access","sesonality2","Drug B"
0.189024129273447,0.34527720259047,0.445417400519983,33,"Access","sesonality2","Drug B"
0.199388234060811,0.35911530047621,0.455963031644268,34,"Access","sesonality2","Drug B"
0.203824872485007,0.370237382374675,0.470652003045022,35,"Access","sesonality2","Drug B"
0.206518978278403,0.377720221314781,0.479942664509111,36,"Access","sesonality2","Drug B"
0.21570079974678,0.38952831034235,0.491383027836244,37,"Access","sesonality2","Drug B"
0.215883335346189,0.396957913745116,0.503466952220721,38,"Access","sesonality2","Drug B"
0.219312977895197,0.406363901566676,0.517088713163419,39,"Access","sesonality2","Drug B"
NA,NA,NA,40,"Access","sesonality2","Drug B"
0.0428791107240299,0.1465207015451,0.306528784739825,1,"eir","sesonality2","Drug B"
0.0386122671583361,0.142916797416253,0.301323886158975,2,"eir","sesonality2","Drug B"
0.0374455834912871,0.144744860829774,0.301899295323716,3,"eir","sesonality2","Drug B"
0.0392032640868263,0.139491657969869,0.298485765159537,4,"eir","sesonality2","Drug B"
0.0415020596826211,0.146389372730041,0.303674721080886,5,"eir","sesonality2","Drug B"
0.0461611590458214,0.144132080286535,0.296711979184187,6,"eir","sesonality2","Drug B"
0.0460550306176547,0.145175968973958,0.294586605194306,7,"eir","sesonality2","Drug B"
0.0480629495475519,0.14636364053054,0.297199537486571,8,"eir","sesonality2","Drug B"
0.0522490097204814,0.14997539744344,0.295927961985388,9,"eir","sesonality2","Drug B"
0.0542343114668338,0.153664342988041,0.297837736748903,10,"eir","sesonality2","Drug B"
0.05845751414722,0.157147216184097,0.299548618073283,11,"eir","sesonality2","Drug B"
0.0645612503635777,0.161071788414136,0.305673549594675,12,"eir","sesonality2","Drug B"
0.0645582531934619,0.166368810251983,0.305409604841368,13,"eir","sesonality2","Drug B"
0.062690968310308,0.165187273570322,0.306153279834438,14,"eir","sesonality2","Drug B"
0.0629355623184588,0.166320306265874,0.305594315249469,15,"eir","sesonality2","Drug B"
0.0609238894027023,0.162956559653487,0.304691512247815,16,"eir","sesonality2","Drug B"
0.0606568058781454,0.16377182544887,0.31093064191399,17,"eir","sesonality2","Drug B"
0.0595249991863177,0.163601057758427,0.30687245532754,18,"eir","sesonality2","Drug B"
0.0628699217260971,0.169304847292858,0.311630750486437,19,"eir","sesonality2","Drug B"
0.060533246615653,0.166267107038059,0.301515763622723,20,"eir","sesonality2","Drug B"
0.0640099688268848,0.168995947820674,0.308217353302367,21,"eir","sesonality2","Drug B"
0.061988615209719,0.166351691101108,0.310074306459016,22,"eir","sesonality2","Drug B"
0.0691422840782969,0.172996744920496,0.309197007419781,23,"eir","sesonality2","Drug B"
0.0645490020067104,0.167955663759766,0.307902654717792,24,"eir","sesonality2","Drug B"
0.0635010212693879,0.170013753137028,0.309587537720676,25,"eir","sesonality2","Drug B"
0.058011386302493,0.161317016551752,0.302786080227101,26,"eir","sesonality2","Drug B"
0.0591609477304361,0.165526031572287,0.307916919387546,27,"eir","sesonality2","Drug B"
0.0558209359729723,0.163452162834257,0.303292873098158,28,"eir","sesonality2","Drug B"
0.0546193913448468,0.161106752050595,0.301039287070992,29,"eir","sesonality2","Drug B"
0.0560364954923508,0.161963410539575,0.299576851532673,30,"eir","sesonality2","Drug B"
0.0555843571174411,0.163331768482744,0.303910301596907,31,"eir","sesonality2","Drug B"
0.0593311936624525,0.170024388813239,0.311390892305446,32,"eir","sesonality2","Drug B"
0.0562609056432183,0.16581869778292,0.303676511834924,33,"eir","sesonality2","Drug B"
0.0593954822358592,0.163118993543862,0.304718700541195,34,"eir","sesonality2","Drug B"
0.0626217411336887,0.170452410107867,0.311925348475585,35,"eir","sesonality2","Drug B"
0.064403267576765,0.174289118965691,0.312188266656653,36,"eir","sesonality2","Drug B"
0.0612117299385185,0.17180084722599,0.313021220542543,37,"eir","sesonality2","Drug B"
0.063064879313219,0.174453515897099,0.318437210021241,38,"eir","sesonality2","Drug B"
0.0621128962304065,0.172139255818881,0.314601165325352,39,"eir","sesonality2","Drug B"
NA,NA,NA,40,"eir","sesonality2","Drug B"
-0.0503668048808877,-0.0198922642326938,0.0116860728706915,1,"Resistance level of drug B","sesonality2","Drug B"
-0.0368964532362953,-0.00613699273896902,0.0272395048571821,2,"Resistance level of drug B","sesonality2","Drug B"
-0.024344943784745,0.00895943568294391,0.0444520596479075,3,"Resistance level of drug B","sesonality2","Drug B"
-0.0126188095605615,0.0238997141125505,0.0634927026526956,4,"Resistance level of drug B","sesonality2","Drug B"
-0.00174846004913716,0.0373835788295474,0.0801245582585448,5,"Resistance level of drug B","sesonality2","Drug B"
0.00683844893531649,0.0517442412391266,0.100803794397038,6,"Resistance level of drug B","sesonality2","Drug B"
0.0170125667117797,0.0657023134667227,0.119346315159623,7,"Resistance level of drug B","sesonality2","Drug B"
0.0246145463506122,0.0793087347432973,0.140110369534023,8,"Resistance level of drug B","sesonality2","Drug B"
0.0346644091400563,0.0935246317999378,0.158029076334379,9,"Resistance level of drug B","sesonality2","Drug B"
0.0423685923346661,0.105932414197337,0.176725602109083,10,"Resistance level of drug B","sesonality2","Drug B"
0.0494981480814446,0.121861941287729,0.199213043029701,11,"Resistance level of drug B","sesonality2","Drug B"
0.0602996312961372,0.136702134052619,0.215490013319933,12,"Resistance level of drug B","sesonality2","Drug B"
0.0682046960767616,0.148233723435395,0.23425349104633,13,"Resistance level of drug B","sesonality2","Drug B"
0.0727192219650437,0.158613641727708,0.252069950127633,14,"Resistance level of drug B","sesonality2","Drug B"
0.081404304609583,0.169553797959512,0.266677586037907,15,"Resistance level of drug B","sesonality2","Drug B"
0.0896865642892295,0.182446450111286,0.280933849018708,16,"Resistance level of drug B","sesonality2","Drug B"
0.097583518543034,0.197342316985854,0.297804289278965,17,"Resistance level of drug B","sesonality2","Drug B"
0.102063425201023,0.205462922626402,0.310292363165417,18,"Resistance level of drug B","sesonality2","Drug B"
0.107203270059776,0.211454130254012,0.315062346736186,19,"Resistance level of drug B","sesonality2","Drug B"
0.113086471214876,0.222322869562633,0.333598788865721,20,"Resistance level of drug B","sesonality2","Drug B"
0.116704197241891,0.226623589192087,0.340227425952071,21,"Resistance level of drug B","sesonality2","Drug B"
0.119423953970745,0.231624114964003,0.349941893807699,22,"Resistance level of drug B","sesonality2","Drug B"
0.122166644268994,0.242530125955871,0.360307082869507,23,"Resistance level of drug B","sesonality2","Drug B"
0.124358197411996,0.248505725606523,0.367025448245944,24,"Resistance level of drug B","sesonality2","Drug B"
0.127141934563639,0.248604628226596,0.372294863283317,25,"Resistance level of drug B","sesonality2","Drug B"
0.129067546869362,0.25065607393236,0.377764658541436,26,"Resistance level of drug B","sesonality2","Drug B"
0.131017767485956,0.258749337840316,0.388175499413938,27,"Resistance level of drug B","sesonality2","Drug B"
0.131462871162365,0.261968214879973,0.39250721936658,28,"Resistance level of drug B","sesonality2","Drug B"
0.135665784115958,0.265303915337472,0.395654130326526,29,"Resistance level of drug B","sesonality2","Drug B"
0.136930176836297,0.273483091425263,0.4019400783321,30,"Resistance level of drug B","sesonality2","Drug B"
0.142008800175011,0.276965012011143,0.407719341945254,31,"Resistance level of drug B","sesonality2","Drug B"
0.13872965476974,0.273854167386525,0.405323076110077,32,"Resistance level of drug B","sesonality2","Drug B"
0.141579273959394,0.278375663664702,0.413352760515505,33,"Resistance level of drug B","sesonality2","Drug B"
0.142171648174134,0.280266300018086,0.420578414378429,34,"Resistance level of drug B","sesonality2","Drug B"
0.147466134328973,0.282170802520039,0.420713063059226,35,"Resistance level of drug B","sesonality2","Drug B"
0.14051201791336,0.281763818939886,0.421621002132517,36,"Resistance level of drug B","sesonality2","Drug B"
0.149900822177335,0.282833507603662,0.425874005523957,37,"Resistance level of drug B","sesonality2","Drug B"
0.14540644346606,0.282168401510955,0.424478737447927,38,"Resistance level of drug B","sesonality2","Drug B"
0.144595823220417,0.28658963314466,0.426335308489351,39,"Resistance level of drug B","sesonality2","Drug B"
NA,NA,NA,40,"Resistance level of drug B","sesonality2","Drug B"
0.0353649461294309,0.125040044200766,0.23860288314693,1,"half_life","sesonality2","Drug B"
0.032921068247086,0.119768351357606,0.233913189177151,2,"half_life","sesonality2","Drug B"
0.0374971002601831,0.127092671356789,0.243019400271342,3,"half_life","sesonality2","Drug B"
0.0383113088364578,0.130881634609168,0.249765864421454,4,"half_life","sesonality2","Drug B"
0.0373714739453536,0.127459904865407,0.24805414501652,5,"half_life","sesonality2","Drug B"
0.0447799686236566,0.137390779908642,0.257912678978512,6,"half_life","sesonality2","Drug B"
0.040896615523965,0.133084146903205,0.259857464314876,7,"half_life","sesonality2","Drug B"
0.0421753526598174,0.136334549271459,0.262168037750536,8,"half_life","sesonality2","Drug B"
0.043802404209155,0.137694871378257,0.26437839372569,9,"half_life","sesonality2","Drug B"
0.0450841751375853,0.143930821119434,0.274170922292562,10,"half_life","sesonality2","Drug B"
0.0432693463827054,0.142138773188722,0.276376531734415,11,"half_life","sesonality2","Drug B"
0.0451517399497936,0.141988381954078,0.276258968360005,12,"half_life","sesonality2","Drug B"
0.047851320622806,0.146211710976051,0.277284145619957,13,"half_life","sesonality2","Drug B"
0.0498632754312721,0.151814166687404,0.28561799611899,14,"half_life","sesonality2","Drug B"
0.0462937557869478,0.143771414015443,0.283605325387306,15,"half_life","sesonality2","Drug B"
0.0510285083057311,0.155109285612569,0.29203666309981,16,"half_life","sesonality2","Drug B"
0.0515317900760692,0.151627867230152,0.292397674969034,17,"half_life","sesonality2","Drug B"
0.0526420929671803,0.157392178188061,0.299038702717258,18,"half_life","sesonality2","Drug B"
0.052306075661526,0.157079950446402,0.29774079313603,19,"half_life","sesonality2","Drug B"
0.0545296282693048,0.15946110942345,0.307216944973241,20,"half_life","sesonality2","Drug B"
0.0551869331522852,0.163840292523771,0.312619856219242,21,"half_life","sesonality2","Drug B"
0.0576224173190585,0.166004856494609,0.314072910707462,22,"half_life","sesonality2","Drug B"
0.0566356804252372,0.166015140378294,0.31539740746401,23,"half_life","sesonality2","Drug B"
0.0592669834482317,0.165798305295486,0.319719382580993,24,"half_life","sesonality2","Drug B"
0.0623621517543741,0.175400136892485,0.329635175530243,25,"half_life","sesonality2","Drug B"
0.0625473471467549,0.172959372411413,0.335518430484951,26,"half_life","sesonality2","Drug B"
0.0633897950548777,0.176038914529535,0.328575851033196,27,"half_life","sesonality2","Drug B"
0.0665515220081185,0.178761214792144,0.340921058569716,28,"half_life","sesonality2","Drug B"
0.0675275946408727,0.182592536783766,0.346142870703514,29,"half_life","sesonality2","Drug B"
0.0706504650541949,0.185228377950885,0.348469928432372,30,"half_life","sesonality2","Drug B"
0.0734337756517952,0.192286858228201,0.35740383885651,31,"half_life","sesonality2","Drug B"
0.0738683793332002,0.193401430694629,0.354609760088725,32,"half_life","sesonality2","Drug B"
0.0769976193037573,0.193259989995707,0.360624652500789,33,"half_life","sesonality2","Drug B"
0.0799303005530035,0.195376187492553,0.373423214889592,34,"half_life","sesonality2","Drug B"
0.0822595228989099,0.202439176477364,0.369843049504855,35,"half_life","sesonality2","Drug B"
0.0834504857657508,0.207975435318803,0.379732007704546,36,"half_life","sesonality2","Drug B"
0.0858404535042424,0.206970641740338,0.371885547157625,37,"half_life","sesonality2","Drug B"
0.0890655733489374,0.217149900784532,0.388972090776211,38,"half_life","sesonality2","Drug B"
0.0939863037442928,0.216956304778694,0.387869373088969,39,"half_life","sesonality2","Drug B"
NA,NA,NA,40,"half_life","sesonality2","Drug B"
0.0550079052779026,0.157477324574483,0.300060293946524,1,"MKR","sesonality2","Drug B"
0.0552315405477397,0.158823929218876,0.303374207848921,2,"MKR","sesonality2","Drug B"
0.0579872488814623,0.160602945507785,0.303031069238403,3,"MKR","sesonality2","Drug B"
0.0556006966885518,0.160638878931563,0.308515933941778,4,"MKR","sesonality2","Drug B"
0.0542492131525815,0.158272514048343,0.304650272072196,5,"MKR","sesonality2","Drug B"
0.0561898545044489,0.163183268900776,0.307958933928465,6,"MKR","sesonality2","Drug B"
0.0564546410771448,0.162754709029157,0.303890742264565,7,"MKR","sesonality2","Drug B"
0.0548161135688073,0.162000227740366,0.31350352274537,8,"MKR","sesonality2","Drug B"
0.0574583223795332,0.161920091396232,0.308810465436109,9,"MKR","sesonality2","Drug B"
0.0592326135562199,0.166651310477383,0.310212578694094,10,"MKR","sesonality2","Drug B"
0.0562397275378118,0.162108138694742,0.305289510346789,11,"MKR","sesonality2","Drug B"
0.0591495997811743,0.1627309281363,0.30654193612614,12,"MKR","sesonality2","Drug B"
0.0596372415692035,0.162843775772142,0.304402562846718,13,"MKR","sesonality2","Drug B"
0.0586893404400245,0.163817430568713,0.308714859764484,14,"MKR","sesonality2","Drug B"
0.0574946072207976,0.162146899886038,0.306294615492783,15,"MKR","sesonality2","Drug B"
0.0568466566412718,0.162938651975359,0.307813325694481,16,"MKR","sesonality2","Drug B"
0.0561504265294933,0.159974509790032,0.302688903762298,17,"MKR","sesonality2","Drug B"
0.0542330998694216,0.159366589351019,0.303389112268585,18,"MKR","sesonality2","Drug B"
0.0552025647929598,0.16284182677353,0.307716271483375,19,"MKR","sesonality2","Drug B"
0.0568881356618211,0.162312147284517,0.303371106577035,20,"MKR","sesonality2","Drug B"
0.056408356042379,0.160728281721573,0.30708599751588,21,"MKR","sesonality2","Drug B"
0.0550382473485686,0.160840174204352,0.306493818278291,22,"MKR","sesonality2","Drug B"
0.0552726223264633,0.162412562868132,0.308136896408303,23,"MKR","sesonality2","Drug B"
0.0554946449151004,0.160143096355242,0.303004762512669,24,"MKR","sesonality2","Drug B"
0.0563651685657856,0.158828533335808,0.306051314270837,25,"MKR","sesonality2","Drug B"
0.0549169092136572,0.162088629535003,0.306256318980504,26,"MKR","sesonality2","Drug B"
0.0555321080344671,0.159830513605561,0.30493700120841,27,"MKR","sesonality2","Drug B"
0.0556651823748581,0.1629277328816,0.307124961407724,28,"MKR","sesonality2","Drug B"
0.0562695842219742,0.162447160975192,0.310406805790716,29,"MKR","sesonality2","Drug B"
0.0565385541511197,0.161507738251502,0.299937362736154,30,"MKR","sesonality2","Drug B"
0.0578339306591973,0.16063099813933,0.307141994019879,31,"MKR","sesonality2","Drug B"
0.0557073515764219,0.159634830235271,0.301497329221501,32,"MKR","sesonality2","Drug B"
0.0540210324221493,0.156412154556449,0.297390076369375,33,"MKR","sesonality2","Drug B"
0.0571103717839131,0.162960190444785,0.304528042124615,34,"MKR","sesonality2","Drug B"
0.0587009437321555,0.163901268089879,0.30801340212056,35,"MKR","sesonality2","Drug B"
0.0600688836903535,0.16550465522952,0.308085766750461,36,"MKR","sesonality2","Drug B"
0.0574976984074323,0.161623680960348,0.30454441042778,37,"MKR","sesonality2","Drug B"
0.0593744580190633,0.159898471711842,0.30176429189995,38,"MKR","sesonality2","Drug B"
0.0572375950802405,0.161806410915568,0.304028625120987,39,"MKR","sesonality2","Drug B"
NA,NA,NA,40,"MKR","sesonality2","Drug B"
0.05900503976408,0.159091362673006,0.300430855246739,1,"Diagnostic","sesonality2","Drug B"
0.0589404451672983,0.160934871689873,0.30129790435396,2,"Diagnostic","sesonality2","Drug B"
0.0582220314169567,0.160681235805668,0.305789203671863,3,"Diagnostic","sesonality2","Drug B"
0.0574960886578685,0.163376617088847,0.304529352583611,4,"Diagnostic","sesonality2","Drug B"
0.0575431727045303,0.159058814278053,0.302863901724289,5,"Diagnostic","sesonality2","Drug B"
0.05632433913302,0.159080634904787,0.305947380910845,6,"Diagnostic","sesonality2","Drug B"
0.0578321933560859,0.1623712291332,0.306667352317052,7,"Diagnostic","sesonality2","Drug B"
0.0546348394391162,0.160736001157252,0.3064729417772,8,"Diagnostic","sesonality2","Drug B"
0.0559458170809146,0.160208108952712,0.307765662110155,9,"Diagnostic","sesonality2","Drug B"
0.0572646150445429,0.161444589284316,0.305677165397787,10,"Diagnostic","sesonality2","Drug B"
0.0586476320733664,0.159049000998003,0.306293053718634,11,"Diagnostic","sesonality2","Drug B"
0.0546078593470198,0.160250884692823,0.303137362186171,12,"Diagnostic","sesonality2","Drug B"
0.0549330389105584,0.1607885635822,0.305942737273379,13,"Diagnostic","sesonality2","Drug B"
0.0567603731819688,0.159026161099279,0.3035284321121,14,"Diagnostic","sesonality2","Drug B"
0.0535105018953231,0.159861997964164,0.303460091524195,15,"Diagnostic","sesonality2","Drug B"
0.0559832369376436,0.160038937758999,0.304622199302706,16,"Diagnostic","sesonality2","Drug B"
0.0589985498548344,0.164914142806006,0.311691063250689,17,"Diagnostic","sesonality2","Drug B"
0.0555415639682077,0.163089809962121,0.310335817675512,18,"Diagnostic","sesonality2","Drug B"
0.0571528349762238,0.165002753881124,0.308683209632144,19,"Diagnostic","sesonality2","Drug B"
0.0548449025135947,0.161295325747894,0.304520020185435,20,"Diagnostic","sesonality2","Drug B"
0.0551639949337856,0.157435580997842,0.304099202688412,21,"Diagnostic","sesonality2","Drug B"
0.0553508484834254,0.163523049063203,0.306148476901107,22,"Diagnostic","sesonality2","Drug B"
0.0539981811926616,0.163120245971715,0.306608124763137,23,"Diagnostic","sesonality2","Drug B"
0.0562653764357077,0.166091204274563,0.311476920017849,24,"Diagnostic","sesonality2","Drug B"
0.0545587410711561,0.163310006678648,0.305709518720121,25,"Diagnostic","sesonality2","Drug B"
0.054341245759941,0.160576177727314,0.30464161444438,26,"Diagnostic","sesonality2","Drug B"
0.0540283890699919,0.160435634399607,0.305034386146397,27,"Diagnostic","sesonality2","Drug B"
0.053625653900063,0.161858477523067,0.305893457261118,28,"Diagnostic","sesonality2","Drug B"
0.0536969352835085,0.162112266275734,0.304626327576011,29,"Diagnostic","sesonality2","Drug B"
0.0527422896002184,0.156671304118575,0.304523572051783,30,"Diagnostic","sesonality2","Drug B"
0.0525659665653927,0.157687652692891,0.301963913452806,31,"Diagnostic","sesonality2","Drug B"
0.056925447025922,0.160058727331585,0.30716001524007,32,"Diagnostic","sesonality2","Drug B"
0.0551140502344881,0.158777397804535,0.303240676186233,33,"Diagnostic","sesonality2","Drug B"
0.0559143933390807,0.161634405366527,0.307219135779144,34,"Diagnostic","sesonality2","Drug B"
0.0585416964455383,0.16220567184544,0.303267798512312,35,"Diagnostic","sesonality2","Drug B"
0.0596457631015839,0.163545348928044,0.303511840500593,36,"Diagnostic","sesonality2","Drug B"
0.0613677696611486,0.16371028492012,0.305253612306729,37,"Diagnostic","sesonality2","Drug B"
0.0650564256505725,0.170898864147819,0.312450146361796,38,"Diagnostic","sesonality2","Drug B"
0.0631100966721753,0.164105763816291,0.303036732807312,39,"Diagnostic","sesonality2","Drug B"
NA,NA,NA,40,"Diagnostic","sesonality2","Drug B"
